"id","nombre_obra","tipo_de_obra","descripcion_obra","ente_contratante","localidad","partido","habitantes_afectados","fecha_contratacion","ente_financia","monto_presupuestado","porcentaje_obra"
"5.5","VINCULACION PLANTA STA. CATALINA - 9 DE ABRIL - OBRA CIVIL","Agua","El objetivo es la ejecución de la vinculación entre las plantas de tratamiento Santa Catalina y 9 de Abril mediante una conducción con una longitud aproximada de 1.669 m, de fundición dúctil de DN400, con la instalación de válvulas mariposa, empalmes, válvulas de aire y cámaras de desagüe correspondientes.","Aysa","9 DE ABRIL / SANTA CATALINA","Esteban Echeverría",0,"2015-06-11","AYSA - Fuente 1.1.",18229949.75,100
"5.6","VINCULACION PLANTA STA. CATALINA - 9 DE ABRIL - OBRA ELECTROMECANICA","Agua","El objetivo es la ejecución de la vinculación entre las plantas de tratamiento Santa Catalina y 9 de Abril mediante una conducción con una longitud aproximada de 1.669 m, de fundición dúctil de DN400, con la instalación de válvulas mariposa, empalmes, válvulas de aire y cámaras de desagüe correspondientes.","Aysa","9 DE ABRIL / SANTA CATALINA","Esteban Echeverría",0,"2015-06-11","AYSA - Fuente 1.1.",1836361.3,100
"5.7","RED PRIMARIA DE AGUA B° M.MORENO Y LA MORITA - PARTIDO DE ESTEBAN ECHEVERRIA","Agua","Instalación de cañería de PVC: 1.000 m. de PN10 y DN355 y 600 m de DN 315.
Ejecución de cámaras:2 para desagüe de DN 150 y 1 para válvula de aire de DN100.
Ejecución de empalmes: 1 con retiro de tapón y 1 con corte de cañería e instalación de ramal sobre cañería existente.","Aysa","MONTE GRANDE","Esteban Echeverría",0,"2015-04-27","AYSA - Fuente 1.1.",9919200.24,100
"5.8","PLAN AYSA A+T D.R SUR - ESTEBAN ECHEVERRIA","Agua","Red Secundaria de Agua","Aysa","ESTEBAN ECHEVERRÍA","Esteban Echeverría",1952,"2014-05-19","AYSA - Fuente 1.1.",3303674.44,100
"5.9","PLANTA POTABILIZADORA DE ÓSMOSIS INVERSA MARTÍNEZ MORENO Y LA MORITA - OBRA CIVIL","Agua","La planta prevista se compone básicamente de una sección de acondicionamiento del agua cruda, una sección de Ósmosis Inversa, una cisterna de agua tratada, y por último la desinfección mediante hipoclorito de sodio. Las obras incluyen la totalidad de las ","AySA","MONTE GRANDE","Esteban Echeverría",0,"2016-05-05","AYSA - Fuente 1.1.",19852427.87,99
"5.10","PLANTA POTABILIZADORA DE ÓSMOSIS INVERSA MARTÍNEZ MORENO Y LA MORITA - OBRA ELECTRO","Agua","La planta prevista se compone básicamente de una sección de acondicionamiento del agua cruda, una sección de Ósmosis Inversa, una cisterna de agua tratada, y por último la desinfección mediante hipoclorito de sodio. ","AySA","MONTE GRANDE","Esteban Echeverría",0,"2016-05-05","AYSA - Fuente 1.1.",40058901.59,94
"5.11","CONDUCTO DE DESAGÜE DE PLANTA DE TRATAMIENTO LA MORITA","Agua","El conducto de desagüe de la Planta de Tratamiento M. Moreno y La Morita, permitirá desagotar el agua de rechazo producto del tratamiento por el sistema de ósmosis inversa. Las obras consisten en la instalación de 80 mts de cañería de PVC apto líquido clo","AySA","MONTE GRANDE","Esteban Echeverría",0,"2016-05-05","AYSA - Fuente 1.1.",1522149.22,100
"5.12","REPOTENCIACION  CENTRO DE MEZCLA 9 DE ABRIL. OBRA  CIVIL","Agua","Adecuación y reforma de las instalaciones existentes, con el fin de ampliar la capacidad productiva de la planta, estimando un suministro final de 2400 m3/h a la red distribuidora de agua potable.","AySA","9 DE ABRIL","Esteban Echeverría",0,"2015-07-06","CAF - Fuente 1.1.",11209429.48,100
"5.13","REPOTENCIACION  CENTRO DE MEZCLA 9 DE ABRIL. OBRA ELECTROMECANICA","Agua","Adecuación y reforma de las instalaciones existentes, con el fin de ampliar la capacidad productiva de la planta, estimando un suministro final de 2400 m3/h a la red distribuidora de agua potable.","AySA","9 DE ABRIL","Esteban Echeverría",0,"2015-07-06","CAF - Fuente 1.1.",53413263.06,100
"5.14","PRIMARIAS EZEIZA TRAMO ESTEBAN ECHEVERRÍA"" - PARTIDO DE ESTEBAN ECHEVERRÍA","Cloaca","Red  Primaria  Construcción en  Túnel - Instalación  de 4216 m de  cañería en  túnel, contruida por  el  sistema pipe jacking con cañerías de hormigón con  sus respectivas bocas de registro. - Construcción de  24 bocas de registro (BR) para tramo en  túnel. - Cruce de  pluviales, sin  obras especial por  la  metodología de  trabajo: - Av. Castex esquina Rubens CR 3,80 x 1,60 m - Rubens esquina Da Vinci CR 1,40 X 1,20 M - Legarreta esquina Marinone CR 1,40 X 1,20 m  - Cruce de  Ruta  N° 58, sin obras especiales  por  la  metodología de  trabajo:  - Av. Castex esquina  Rubens. - Empalme  a BR existente  perteneciente al  colector ""El Jagüel Tramo I"" : - Av. Fair esquina Newton. - Obra de desvío y  empalme  del  colector ""Saint Thomas"" a una  BR a contruir del  colector ""Primarias Ezeiza Tramo Esteban Echeverría"" situado en: - Av. Castex esquina Rubens - Desafectación de  las BR y cañerías que están en servicio aguas abajo pertenecientes al  colector ""Saint Thomas"", hasta el punto de  vuelco situado en  Sto, Cabral y Saavedra. A los  fines  de  la   presente  licitación, donde  dice. pipe jacking debe  decir  metodologia pipe jacking o  similar. Debe entenderse como la técnica para  la  instalación  de cañerias especialmente diseñadas para  tal  fin, enterradas a  través de metodología de  empuje. El   método conlleva  la  excavación  con  tunelera y  colocación simultánea de  la  cañería. Red b Primaria  Construcción en Zanja  Instalación de  1705 m de  cañería  colectora  cloacal a  cielo  abierto con  cañerías de  con sus respectivas bocas  de  registro.- Construcción de  6 bocas de  registro (BR).  Cruce  de  pluviales existentes: Barbarena esquina A. Rotta DN 1.60 m  Cruce de  Ruta N° 205, pluvial y Ferrocarril (incluyendo dos bocas de registro): Ruta N° 205 esquina Barbarena.","","EL JAGÜEL","Esteban Echeverría",0,"2017-01-06","AYSA - Fuente 1.1.",286402925.33,74
"5.15","2016 - PLAN AYSA A+T ESTEBAN ECHEVERRIA P.ROBERTSON M5","Agua","Red Secundaria de Agua","AySA","Esteban Echeverría","Esteban Echeverría",1504,"2015-11-09","AYSA - Fuente 1.1.",1981844.89,100
"5.16","RED SECUNDARIA DE AGUA MONTE GRANDE III - RESTO I (1660107)","Agua","La red secundaria de agua abastecerá la zona denominada Monte Grande III, en el partido de Esteban Echeverría. Las obras consisten en la instalación de cañería de distribución y abastecimiento de agua, DN 315 mm de Policloruro de Vinilo (PVC) clase 10 (longitud aproximada total de 750 m), DN 225 mm de Policloruro de Vinilo (PVC) clase 10 (longitud aproximada total de 820 m), DN 160 mm de Policloruro de Vinilo (PVC) clase 10 (longitud aproximada total de 2880 m), DN 110 mm de Policloruro de Vinilo (PVC) clase 10 (longitud aproximada total de 890 m), DN 90 mm de Policloruro de Vinilo (PVC) clase 10 (longitud aproximada total de 13225 m), todas con sus correspondientes accesorios. asimismo se prevé la construcción de 1063 conexiones domiciliarias cortas y 529 largas y la ejecución de 6 empalmes con retiro de tapón de cañería existente y 6 empalmes con corte de cañería e instalación de ramal sobre cañería existente.","","MONTE GRANDE","Esteban Echeverría",7720,"2016-12-21","AYSA - Fuente 1.1.",40611812.42,100
"5.17","RED SECUNDARIA DE AGUA MONTE GRANDE III","Agua","El objetivo de las obras es la ejecución de la red secundaria para la distribución y abastecimiento de agua en la localidad de Monte Grande establecida en el partido de Esteban Echeverría.
Las obras contemplan la instalación de 1700 m de cañería de PVC DN 225 mm, 2749 m de cañería de PVC DN 160 mm, 1220 m de cañería de PVC DN 110 mm, 16719 m de cañería de PVC DN 90 mm con sus respectivos accesorios; la ejecución de 1033 conexiones cortas y 776  largas; la instalación de 5 cámaras para motobomba de DN 150, 38 cámaras para hidrantes de DN 75, 36 de DN 90 y 5 válvulas esclusa de DN 200, 9 de DN 150, 4 de DN 100 y 71 de DN 80 y la ejecución de 28 empalmes con retiro de tapón en cañería existente y 17 con corte de cañería e instalación de ramal sobre cañería existente. ","AySA","MONTE GRANDE","Esteban Echeverría",7194,"2017-04-04","AYSA - Fuente 1.1.",36124984.09,91
"5.18","RED PRIMARIA CLOACAL - COLECTOR VILLA DE MAYO 2","Cloaca","Construcción de la Red Primaria Colector Villa de Mayo 2 las obras consisten en la instalación de cañería colectora cloacal de PVC de clase 10: 389 m DN400, 887 m DN500 y 795 m DN630. Construcción de 21 bocas de registro. Ejecución de 1 empalme a BR de entrada de EBC Luis Guillón. Ejecución de 3 cruces especiales en túnel. Remplazo de cañerías DN315 por cañería DN630 y Bocas de Registro en el tramo indicado en los planos hasta la BR entrada EBC Luis Guillón.","AySA","VILLA DE MAYO 
9 DE ABRIL","Esteban Echeverría",8500,"2017-03-22","AYSA - Fuente 1.1.",25513153.87,100
"5.19","RED SECUNDARIA CLOACAL GUILLÓN 2 - ETAPA 2.","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes provenientes de la zona denominada Guillón 2 las obras contempla la instalación de 30.204m de cañeria cloacal de DN 200mm PVC clase 6, 943m de DN 225MM PVC clase 10, 75m de DN 315mm PVC clase 10. Conexiones domiciliarias 2.889 de las cuales 1.617 corresponden a conexiones cortas DN200, 1.263 conexiones largas DN200 y 9 conexiones largas DN315. Bocas de registro 340. Bocas de acceso y Ventilación 82. Empalmes 5. Pluviales existentes: Pluvial de 2,00x 2,00m y Pluvial de DN 1,60M.La Red Primaria es la instalación de cañeria cloacal 1939m de DN 400mm Clase 10 de los cuales 1.024 se construiran en el tunel. Construcción de 22 bocas de registro. Ejecución de empalme a BR de registro proyectada perteneciente a RS Santa Catalina con Vuelco a EBC Altos 2. Cruce de pluviales existentes: Puvial de 2,00 x 3,60m.","AySA","LUIS GUILLÓN","Esteban Echeverría",10189,"2017-02-10","AYSA - Fuente 1.1.",166018919.2,98
"5.20","RED SECUNDARIA CLOACAL 9 DE ABRIL 2 - 2° ETAPA FASE A","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes provenientes de la zona denominada 9 de Abril 2 Etapa 2  las obras consisten en la instalación de 4.542 m de cañería colectora coacal DN 200 mm PVC clase 6 y 1.230 m de cañería DN 315 mm PVC clase 6. Construcción de 62 bocas de registro. Construcción de 49 bocas de acceso y ventilación (BAV). Ejecución de 417 conexiones domiciliarias: 220 cortas y 197 largas. Ejecución de empalme a BR existente. Cambio de vuelco de tramo perteneciente a la Red Secundaria Barrios Islas Malvinas.","AySA","9 DE ABRIL","Esteban Echeverría",3415,"2017-01-09","AYSA - Fuente 1.1.",18190481.34,100
"5.21","RED SECUNDARIA CLOACAL 9 DE ABRL 2 -  1° ETAPA  - FASE A","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes provenientes de la zona denominada 9 de Abril 2, Etapa 1 las obras consisten en la Instalación de cañería colectora coacal de PVC: 7.724 m DN 200 mm clase 6, 197 m de DN 315 mm clase 6 y 207 m. de DN 315 mm clase 10. Ejecución de 70 bocas de registro. Ejecución de 35 bocas de acceso y ventilación. Ejecución de conexiones domiciliarias: 646 cortas y 368 largas. Ejecución de 1 empalme a BR proyectada perteneciente a RSC Villa de Mayo 2 etapa 2.","AySA","9 DE ABRIL","Esteban Echeverría",2840,"2017-01-20","AYSA - Fuente 1.1.",23824296.96,100
"5.22","RED PRIMARIA CLOACAL  - COLECTOR MONTE GRANDE 3","Cloaca","La construcción de la Red Primaria consiste en la instalación de 1.048 m de cañería colectora cloacal DN630 mm. de PVC clase 10 y 1.026 m de hormigón armado prefabricado de DN 700mm clase 4. Asimismo se prevé la ejecución de 1 empalme a BR de Colector El Jagüel Tramo II, 1 cruce de ferrocarril y ruta.","","MONTE GRANDE","Esteban Echeverría",40327,"2017-09-27","AYSA - Fuente 1.1.",43812667.03,100
"5.23","RED SECUNDARIA CLOACAL VILLA DE MAYO 2 - ETAPA 2","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes provenientes de la zona denominada Villa de Mayo 2 las obras a ejecutar consisten en la instalación de cañería colectora cloacal de PVC: 19.533 m. de DN 200mm. clase 6, 677m. de DN 315 clase 6 y 273 m. de DN315 y clase 10. Ejecución de conexiones domiciliarias: 627 cortas y 1.274 largas. Construcción de 180 bocas de registro y 73 de bocas de acceso y ventilación. Ejecución de 6 empalmes. Ejecución de 1 cruce de pluvial.","AySA","LUIS GUILLÓN","Esteban Echeverría",8500,"2017-06-13","AYSA - Fuente 1.1.",60280046.09,95
"5.24","RED SECUNDARIA CLOACAL MONTE GRANDE 3","Cloaca","Construcción de la red secundaria cloacal para la evacuación de los efluentes provenientes de la zona denominada Monte Grande 3"" las obras consisten en la instalación de 20.957 m de cañería de PVC DN 200 mm clase 6, y 30 m de DN 315 mm clase 6, ejecución de 2.283 conexiones domiciliarias de las cuales 1.335 corresponden a conexiones cortas y 948 a conexiones largas.
Construcción de 187 bocas de registro, Construcción de 93 bocas de acceso y ventilación, Ejecución de 9 empalmes al colector Monte Grande 3, Ejecución de 1 empalme al colector principal el Jagüel Tramo II","","MONTE GRANDE","Esteban Echeverría",12800,"2018-01-03","AYSA - Fuente 1.1.",59810885.6,100
"5.25","RED SECUNDARIA CLOACAL EL JAGÜEL 2 (1760404)","Cloaca","El objetivo de las obras es la construcción de la red secundaria cloacal para la evacuación de los efluentes cloacales provenientes de la zona denominada El Jagüel 2, ubicada en el Partido de Esteban Echeverría. El área a servir es de aproximadamente 2,45 km2, con una población para el año 2010 de 13.251 habitantes. 
Las obras de la red secundaria consisten en la instalación de 44.252 m de cañería colectora cloacal de DN 200 mm PVC, 260 m de cañería colectora cloacal DN 225, 1.456 m de cañería colectora cloacal DN 315. La ejecución de 3.870 conexiones domiciliarias, de las cuales 2.366 corresponden a conexiones cortas y 1.504 a conexiones largas, y la construcción de 423 bocas de registro (BR), 134 bocas de acceso y ventilación (BAV).","AySA","EL JAGÜEL","Esteban Echeverría",13251,"0000-00-00","AYSA - Fuente 1.1.",259514988.48,100
"5.26","ESTACIÓN ELEVADORA DE AGUA 2 OBRA CIVIL","Agua","El objetivo de las obras del Río Subterráneo es el transporte de agua potable proveniente del nuevo modulo de la Planta General Belgrano, que permitirá aumentar la capacidad actual en 1.000.000 m³/día. Estas obras beneficiarán a una población aproximada de 2.500.000 habitantes. El Río Subterráneo tiene una longitud total aproximada de 23 Km. y se divide en dos tramos, vinculados por dos Estaciones Elevadoras que permitirán la distribución de dicha producción facilitando la expansión y mejora de los servicios de abastecimiento de agua potable, en los Partidos de Lomas de Zamora, Almirante Brown, Esteban Echeverria y Ezeiza. Como así también permitirá sumar agua superficial a la producción de agua subterránea, y contar con un volumen extra de agua potable, destinado a incrementar y mejorar el servicio en el Partido de La Matanza. La segunda parte del sistema se compone de la siguiente manera: Río Subterráneo Tramo 2: transportará agua potable desde la cámara de enlace con el Tramo 1 en Lomas de Zamora, hasta la Estación Elevadora EE2 en Esteban Echeverría. Se trata de un conducto en túnel construido con tunelera de escudo con dovelas de 9.737 metros de longitud y 3.900 mm de diámetro interno. Se prevé construirlo en un tramo reutilizando una de las tuneleras del Tramo I partiendo desde el Pozo de Arranque del Tramo II. La llegada se prevé en la Cámara de Acceso 1 del Tramo I. Estación Elevadora EE2: ubicada en la localidad de Monte Grande, Partido de Esteban Echeverría, sobre Av. Buenos Aires entre calles Alfonso Amat y Tte. Manuel Origone. Impulsará sus caudales, a los centros de demanda, mediante dos líneas de impulsión, encargadas de abastecer de agua potable los distintos centros de consumo, denominadas ""Ramal Esteban Echeverría-Lomas de Zamora"" y ""Ramal Unión-La Lata"". Teniendo la estación de bombeo una capacidad de impulsión máxima de 17.000m³/h.
La obra electromecánica incluye el montaje de seis (6) equipos completos de bombeo de velocidad variable y seis (6) variadores de velocidad, cuya instalación también se prevé en la presente obra. Se proyectan 2 equipos en uso y 1 en reserva por cada impulsión.","AySA","VARIOS","Esteban Echeverría",0,"2017-09-15","AYSA - Fuente 1.1.",81576347.97,0
"5.27","ESTACIÓN ELEVADORA DE AGUA 2 OBRA ELECTRO","Agua","El objetivo de las obras del Río Subterráneo es el transporte de agua potable proveniente del nuevo modulo de la Planta General Belgrano, que permitirá aumentar la capacidad actual en 1.000.000 m³/día. Estas obras beneficiarán a una población aproximada de 2.500.000 habitantes. El Río Subterráneo tiene una longitud total aproximada de 23 Km. y se divide en dos tramos, vinculados por dos Estaciones Elevadoras que permitirán la distribución de dicha producción facilitando la expansión y mejora de los servicios de abastecimiento de agua potable, en los Partidos de Lomas de Zamora, Almirante Brown, Esteban Echeverria y Ezeiza. Como así también permitirá sumar agua superficial a la producción de agua subterránea, y contar con un volumen extra de agua potable, destinado a incrementar y mejorar el servicio en el Partido de La Matanza. La segunda parte del sistema se compone de la siguiente manera: Río Subterráneo Tramo 2: transportará agua potable desde la cámara de enlace con el Tramo 1 en Lomas de Zamora, hasta la Estación Elevadora EE2 en Esteban Echeverría. Se trata de un conducto en túnel construido con tunelera de escudo con dovelas de 9.737 metros de longitud y 3.900 mm de diámetro interno. Se prevé construirlo en un tramo reutilizando una de las tuneleras del Tramo I partiendo desde el Pozo de Arranque del Tramo II. La llegada se prevé en la Cámara de Acceso 1 del Tramo I. Estación Elevadora EE2: ubicada en la localidad de Monte Grande, Partido de Esteban Echeverría, sobre Av. Buenos Aires entre calles Alfonso Amat y Tte. Manuel Origone. Impulsará sus caudales, a los centros de demanda, mediante dos líneas de impulsión, encargadas de abastecer de agua potable los distintos centros de consumo, denominadas ""Ramal Esteban Echeverría-Lomas de Zamora"" y ""Ramal Unión-La Lata"". Teniendo la estación de bombeo una capacidad de impulsión máxima de 17.000m³/h.
La obra electromecánica incluye el montaje de seis (6) equipos completos de bombeo de velocidad variable y seis (6) variadores de velocidad, cuya instalación también se prevé en la presente obra. Se proyectan 2 equipos en uso y 1 en reserva por cada impulsión.","AySA","VARIOS","Esteban Echeverría",0,"2017-09-15","AYSA - Fuente 1.1.",181829513.19,0
"5.28","RED PRIMARIA CLOACAL COLECTOR BARRIO LINDO","Cloaca","Las obras comprenden la instalación de 359 m de cañería de PVC DN315 mm SN8, 761 m de cañería de PVC DN315 mm SN32 y 866 m de cañería de PRFV 10000 DN600 mm, construcción de 23 BR, 1 cruce especial, y 1 empalme.","AySA","MONTE GRANDE","Esteban Echeverría",0,"2017-12-07","AYSA - Fuente 1.1.",21383440.58,54
"5.29","PLAN AYSA C+T D.R. SUR - ESTEBAN ECHEVERRIA LA MORITA M2","Cloaca","Red Secundaria de Cloaca","AySA","Esteban Echeverria","Esteban Echeverría",2856,"2015-05-11","AYSA - Fuente 1.1.",2695495.16,100
"5.30","PLAN AYSA A+T ESTEBAN ECHEVERRIA  - REGULARIZACION MALLA 51","Agua","Red Secundaria de Agua","AySA","Esteban Echeverria","Esteban Echeverría",652,"2015-05-18","AYSA - Fuente 1.1.",1288484.33,100
"5.31","BARRIO EL GAUCHITO (SA70135)","Agua","Red Secundaria de Agua","AySA","Esteban Echeverría","Esteban Echeverría",2412,"2018-01-16","AYSA - Fuente 1.1.",5921788.76,94
"5.32","2018 - PLAN AYSA A+T D.R. SUR - BARRIO LA PAZ - 9 DE ABRIL","Agua","Red Secundaria de Agua","Aysa","Esteban Echeverría","Esteban Echeverría",668,"2018-05-30","AYSA - Fuente 1.1.",4912681.93,100
"5.33","RED PRIMARIA CLOACAL IMPULSION JUAN PABLO II","Cloaca","El objetivo de las obras es la realización de Impulsión Cloacal Barrio Juan Pablo II, la cual llevará los efluentes cloacales desde la Estación de Bombeo Juan Pablo II hasta el Colector Juan Pablo II, en el Partido de Esteban Echeverría.
Las obras contemplan la instalación de 1.805 metros de cañería de PVC de DN 225 mm, con sus respectivos accesorios; la ejecución de seis (6) cámaras de acceso, tres (3) cámaras de desagüe, tres (3) cámaras para válvula de aire con sus respectivos accesorios y una (1) boca de descarga y la realización de dos (2) empalmes a cañería existente.","Aysa","MONTE GRANDE","Esteban Echeverría",23940,"2019-03-25","AYSA - Fuente 1.5. (Vivienda)",9813115.73,100
"5.34","RED PRIMARIA CLOACAL COLECTOR JUAN PABLO II","Cloaca","El objetivo de las obras es la ejecución de un colector para la evacuación de los efluentes cloacales provenientes de las áreas Juan Pablo II, Papa Francisco, Barrio Las Marinas, Sta. Catalina Resto y Santa Catalina 2, establecidas en el Partido de Esteban Echeverría. El colector descargará sus caudales al colector existente Colector Altos 2.
Las obras contemplan la instalación de 913 metros de cañería de PVC de DN 400 mm, 870 metros de cañería de PVC de DN 500 mm y 994 metros de cañería de PVC de DN 600 mm, con sus respectivos accesorios; la construcción de treinta (30) bocas de registro y la ejecución de un (1) empalme con boca de registro existente.","Aysa","MONTE GRANDE","Esteban Echeverría",25757,"2019-05-02","AYSA - Fuente 1.5. (Vivienda)",49467083.27,100
"5.35","INTERV. ESP. Y P. EN SERVICIO SISTEMA MORENO E2 (SA70230)","Agua","Red Secundaria de Agua","AySA","Esteban Echeverria","Esteban Echeverría",0,"2019-04-22","AYSA - Fuente 1.1.",6159552.52,62
"5.36","INTERV. ESP. Y P. EN SERVICIO PLANTA UNION E2 (SA70233)","Agua","Red Secundaria de Agua","AySA","Esteban Echeverria","Esteban Echeverría",0,"2019-05-09","AYSA - Fuente 1.1.",6131717.04,78
"5.37","INTERV. ESP. Y P. EN SERVICIO SISTEMA MORENO E1 (SA70231)","Agua","Red Secundaria de Agua","","Esteban Echeverría","Esteban Echeverría",0,"2019-04-22","AYSA - Fuente 1.1.",6059832.02,82
"5.38","ESTACION DE BOMBEO CLOACAL JUAN PABLO II - OBRA CIVIL","CLOACA","La Estación de Bombeo Cloacal Juan Pablo II tiene por objeto la evacuación de los efluentes cloacales del Barrio Juan Pablo II y zonas adyacentes, en el Partido de Esteban Echeverría.  
Los efluentes llegarán a una boca de registro ubicada al ingreso de la estación y desde la estación, mediante cañería a presión en DN 225mm y con una longitud aproximada de 1.804 metros se bombearán los líquidos, volcándolas a la impulsión Juan Pablo II.
Las obras a ejecutar consisten en la ingeniería detallada, la provisión, transporte de equipos electromecánicos, montaje y puesta en funcionamiento. El diseño adoptado para la Estación, se basa en dos (2) bombas sumergibles de 33 l/s cada una aptas para líquido cloacal, con un régimen de funcionamiento de una (1) en servicio y una (1) en reserva, siendo ambas de velocidad fija. La capacidad total de la estación de bombeo será de 33 l/seg.","AySA","MONTE GRANDE","Esteban Echeverría",0,"2019-06-04","AYSA - Fuente 1.5. (Vivienda)",9685003.82,100
"5.39","ESTACION DE BOMBEO CLOACAL JUAN PABLO II-OBRA ELECTROMECANICA","CLOACA","La Estación de Bombeo Cloacal Juan Pablo II tiene por objeto la evacuación de los efluentes cloacales del Barrio Juan Pablo II y zonas adyacentes, en el Partido de Esteban Echeverría.  
Los efluentes llegarán a una boca de registro ubicada al ingreso de la estación y desde la estación, mediante cañería a presión en DN 225mm y con una longitud aproximada de 1.804 metros se bombearán los líquidos, volcándolas a la impulsión Juan Pablo II.
Las obras a ejecutar consisten en la ingeniería detallada, la provisión, transporte de equipos electromecánicos, montaje y puesta en funcionamiento. El diseño adoptado para la Estación, se basa en dos (2) bombas sumergibles de 33 l/s cada una aptas para líquido cloacal, con un régimen de funcionamiento de una (1) en servicio y una (1) en reserva, siendo ambas de velocidad fija. La capacidad total de la estación de bombeo será de 33 l/seg.","AySA","MONTE GRANDE","Esteban Echeverría",0,"2019-06-04","AYSA - Fuente 1.5. (Vivienda)",9685003.82,100
"5.40","RED SECUNDARIA CLOACAL SANTA CATALINA 4° ETAPA - PARTIDO DE ESTEBAN ECHEVERRIA","Cloaca","El objetivo de las obras es la ejecución de la red secundaria para la evacuación de los efluentes cloacales provenientes de la zona denominada Red Secundaria Cloacal Santa Catalina 4° Etapa, ubicada en el Partido de Esteban Echeverría. 
La red descargará sus caudales al Colector Barrio Lindo, el cual guiará finalmente los líquidos cloacales a la Planta de Tratamiento El Jagüel.
Las obras de la red secundaria contemplan la instalación de 15.921 metros de cañería de DN200 mm de PVC y 1.169 metros de cañería de DN 315 mm de PVC; la ejecución de 1.738 conexiones domiciliarias, de las cuales 1.053 corresponden a conexiones cortas y 685 a conexiones largas; la construcción de ciento treinta y dos (132) bocas de registro, cuarenta y cinco (45) bocas de acceso y ventilación y la ejecución de tres (3) empalmes a colector existente.
Las obras de la red primaria contemplan la instalación de 622 metros de cañería de DN400 mm de PVC, la construcción de siete (7) bocas de y la ejecución de un empalme a colector existente.","","MONTE GRANDE","Esteban Echeverría",12301,"2020-06-11","AySA - Fuente 1.1.",67642123.01,100
"5.41","RED PRIMARIA ALIMENTACIÓN BARRIO SARMIENTO","Agua","El objetivo de las obras es la ejecución de la red primaria para la distribución y abastecimiento de agua del Barrio Sarmiento, establecido en Esteban Echeverría.
Las obras contemplan la instalación de 1.500 metros de cañería de DN 160 mm de PEAD, con sus respectivos accesorios; la construcción de una (1) cámara de desagüe, la construcción e instalación de tres (3) cámaras para motobomba y una (1) cámara para válvula de aire; la instalación de quince (15) cañillas comunitarias y la ejecución de un (1) cruce bajo Ruta Provincial. ","Aysa","9 DE ABRIL","Esteban Echeverría",8346,"2020-05-21","AySA - Fuente 1.1.",6034000.48,100
"5.42","INTERV. ESP. Y P. EN SERV. BARRIO MALVINAS M1 (SA70235) (FP) (2090303)","Agua","Red Secundaria de Agua","Aysa","Esteban Echeverría","Esteban Echeverría",0,"2020-06-01","AYSA - Fuente 1.1.",6970523.22,100
"6.1; 6.2","PLANTA DE TRATAMIENTO DE AGUA CON REMOCION DE ARSENICO  POR ADSORCION BATERIA EZEIZA. O. CIVIL","Agua","elaboración de la Ingeniería Básica y de Detalle Electromecánico, la Provisión de los Equipos de Proceso y Componentes Mecánicos, Eléctricos e Instrumentos, Obras Civiles complementarias, su Montaje y Puesta en Marcha para producir agua potable ","AySA","EZEIZA","Ezeiza",30000,"0000-00-00","CAF - Fuente 1.1.",16369933.84,98
"6.3","RED PRIMARIA DE AGUA EZEIZA ETAPA 3","Agua","Se trata de la primaria para la distribución y abastecimiento de agua área de Ezeiza 2, en el partido homónimo. Se prevé la instalación de 75 m de cañerías de PVC (15 m de DN315 y 60 m de DN355) y de 4.980 m de cañerías de FD (30 m. de DN400mm. y 4.950 m. de DN600), ambas con sus respectivos accesorios de maniobra y limpieza. Asimismo se instalará un Caudalímetro Electromagnético DN600 mm, con sus correspondientes accesorios y piezas especiales, 3 empalmes: 2 con retiro de tapón y 1 con corte de cañería e instalación de ramal y 2 cruces bajo curso de agua.","AySA","TRISTÁN SUÁREZ /
SPEGAZZINI","Ezeiza",30000,"2017-02-10","AYSA - Fuente 1.1.",60176418.4,99
"6.4","RED SECUNDARIA DE AGUA EZEIZA 2 - ETAPA 1. (1660109)","AGUA","El objetivo de las obras es la ejecución de la red secundaria para la distribución y abastecimiento de agua de la zona delimitada por las calles Los Andes, América Central, Hernán Cortez y Quito, en el partido de Ezeiza.
Las obras contemplan la instalación de cañerias de PVC 20m de DN355, 1.962M DN225, 4.556m DN160, 17.142m DN90, con sus respectivos accesorios; la ejecución de 1.472 conexiones cortas y 947 largas; la instalación de 11 cámaras para motobomba DN150,  35 cámaras para hidrantes, 12 válvulas esclusa DN200, 30 válvulas esclusa DN150 y 73 válvulas esclusa DN80  y la ejecución de 3 empalmes de cañería DN225 con cañería existente de DN355. 
","AySA","TRISTÁN SUÁREZ","Ezeiza",8557,"2016-12-06","AYSA - Fuente 1.1.",47017201.72,100
